name,region,city,category,description,address,latitude,longitude,price_range,duration_hours,companion_type,tags,rating,image_url,score,avg_stay_minutes,entry_fee,place_type
경포대,GWD,강릉,attraction,강릉의 대표 관광지로 달맞이와 일출 명소. 경포호와 바다를 동시에 감상할 수 있는 누각,강원도 강릉시 경포로,37.7953,128.8977,budget_free,2,"[""couple"",""friends"",""family"",""solo""]","[""일출"",""달맞이"",""경포호"",""누각"",""무료""]",4.2,https://example.com/gyeongpodae.jpg,4.3,120,0,ATTRACTION
강릉 중앙시장,GWD,강릉,restaurant,동해안 신선한 해산물과 강릉 특산 음식을 맛볼 수 있는 전통시장. 저렴한 가격의 회와 건어물이 유명,강원도 강릉시 성내동,37.7569,128.8761,budget_medium,2,"[""friends"",""family""]","[""해산물"",""회"",""건어물"",""전통시장"",""특산음식""]",4.3,https://example.com/gangneung-market.jpg,4.4,120,0,RESTAURANT
오죽헌,GWD,강릉,attraction,율곡 이이와 신사임당의 생가로 조선시대 건축양식을 볼 수 있는 문화재. 대나무 숲이 아름다움,강원도 강릉시 율곡로,37.7719,128.8769,budget_low,1,"[""family"",""solo"",""friends""]","[""율곡이이"",""신사임당"",""문화재"",""대나무숲"",""조선시대""]",4.0,https://example.com/ojukheon.jpg,4.0,90,3000,ATTRACTION
강문해변,GWD,강릉,attraction,경포해변과 함께 강릉의 대표 해수욕장. 비교적 한적하고 깨끗한 모래사장으로 힐링 여행에 최적,강원도 강릉시 강문동,37.7847,128.9083,budget_free,3,"[""friends"",""couple"",""family""]","[""해수욕장"",""한적한"",""깨끗한"",""힐링"",""모래사장""]",4.1,https://example.com/gangmun-beach.jpg,4.2,180,0,ATTRACTION
강릉 아트센터,GWD,강릉,attraction,지역 예술가들의 작품을 전시하는 복합문화공간. 무료 전시와 체험 프로그램이 상시 운영,강원도 강릉시 종합운동장길,37.7517,128.8667,budget_free,2,"[""friends"",""solo"",""couple""]","[""예술"",""복합문화"",""무료전시"",""체험"",""지역작가""]",3.8,https://example.com/gangneung-art.jpg,3.8,120,0,ATTRACTION
강릉 선교장,GWD,강릉,attraction,조선시대 상류층 가옥의 원형을 간직한 민속문화재. 전통건축과 생활문화를 체험할 수 있음,강원도 강릉시 운정동,37.7675,128.8814,budget_low,2,"[""family"",""friends"",""solo""]","[""민속문화재"",""전통건축"",""상류층가옥"",""생활문화"",""체험""]",4.0,https://example.com/seongyojang.jpg,4.0,120,5000,ATTRACTION
강릉 청년 로컬푸드카페,GWD,강릉,cafe,지역 청년들이 운영하는 로컬푸드 전문 카페. 강릉 특산품을 활용한 메뉴와 합리적 가격이 특징,강원도 강릉시 교동,37.7556,128.8889,budget_medium,2,"[""friends"",""solo"",""couple""]","[""청년운영"",""로컬푸드"",""특산품"",""합리적"",""지역경제""]",4.1,https://example.com/gangneung-local-cafe.jpg,4.1,120,0,CAFE
속초 중앙시장,GWD,속초,restaurant,신선한 해산물과 전통 음식을 맛볼 수 있는 재래시장. 아바이순대 닭강정이 유명하며 가족 단위 방문객에게 인기,강원도 속초시 중앙로,38.2070,128.5918,budget_medium,2,"[""family"",""friends""]","[""해산물"",""전통음식"",""시장"",""가성비"",""맛집""]",4.3,https://example.com/sokcho-market.jpg,4.4,120,0,RESTAURANT
설악산 국립공원,GWD,속초,attraction,한국의 대표적인 산악 관광지로 사계절 아름다운 자연경관을 자랑. 케이블카와 다양한 등산코스 제공,강원도 속초시 설악산로,38.1197,128.4653,budget_low,6,"[""family"",""friends"",""couple""]","[""자연"",""등산"",""케이블카"",""힐링"",""사진""]",4.6,https://example.com/seoraksan.jpg,4.7,360,3500,ATTRACTION
속초해수욕장,GWD,속초,attraction,동해안의 대표 해수욕장으로 깨끗한 백사장과 푸른바다를 자랑. 여름철 물놀이와 해변 산책 명소,강원도 속초시 조양동,38.2072,128.5967,budget_free,4,"[""friends"",""family"",""couple""]","[""해수욕장"",""백사장"",""물놀이"",""해변산책"",""무료""]",4.2,https://example.com/sokcho-beach.jpg,4.3,240,0,ATTRACTION
속초 갯배체험장,GWD,속초,attraction,전통 갯배를 직접 타볼 수 있는 체험공간. 속초 어민들의 생활상을 체험하며 바다 위 낭만을 만끽,강원도 속초시 영랑동,38.1947,128.5989,budget_low,2,"[""friends"",""family"",""couple""]","[""갯배"",""체험"",""전통"",""어민생활"",""바다""]",4.0,https://example.com/sokcho-boat.jpg,4.0,120,5000,ATTRACTION
속초 청년어촌계 카페,GWD,속초,cafe,젊은 어부들이 운영하는 어촌 컨셉 카페. 신선한 해산물 디저트와 바다 전망을 함께 즐길 수 있음,강원도 속초시 대포동,38.1667,128.6000,budget_medium,2,"[""friends"",""couple"",""solo""]","[""어촌카페"",""해산물디저트"",""바다전망"",""청년운영"",""독특한""]",4.1,https://example.com/sokcho-fisherman-cafe.jpg,4.1,120,0,CAFE
외옹치항,GWD,속초,attraction,속초의 작은 어항으로 소박하고 정겨운 어촌 풍경을 감상할 수 있는 힐링 스팟,강원도 속초시 외옹치길,38.1556,128.6111,budget_free,1,"[""solo"",""couple"",""friends""]","[""어항"",""어촌풍경"",""소박한"",""정겨운"",""힐링""]",3.9,https://example.com/oeongchi-port.jpg,3.9,90,0,ATTRACTION
속초 관광수산시장,GWD,속초,shopping,동해안 최대 수산시장으로 신선한 해산물을 저렴하게 구매하고 즉석에서 맛볼 수 있는 곳,강원도 속초시 관광로,38.2019,128.5892,budget_medium,2,"[""family"",""friends""]","[""수산시장"",""신선한"",""해산물"",""즉석"",""최대규모""]",4.2,https://example.com/sokcho-fish-market.jpg,4.3,120,0,SHOPPING
청호동 해변산책로,GWD,속초,attraction,속초해변을 따라 조성된 무료 산책로. 일출과 일몰을 감상하며 여유로운 시간을 보낼 수 있음,강원도 속초시 청호동,38.2050,128.5950,budget_free,2,"[""solo"",""couple"",""friends""]","[""해변산책로"",""일출"",""일몰"",""무료"",""여유로운""]",4.0,https://example.com/cheongho-walkway.jpg,4.0,120,0,ATTRACTION
엑스포과학공원,CCD,대전,attraction,1993년 대전엑스포가 열린 곳으로 과학관과 다양한 체험시설이 있는 교육적 관광지,대전광역시 유성구 대덕대로,36.3722,127.3839,budget_medium,4,"[""family"",""friends"",""solo""]","[""과학관"",""체험"",""교육"",""엑스포"",""가족""]",4.1,https://example.com/expo-science-park.jpg,4.2,240,4000,ATTRACTION
대전 성심당,CCD,대전,restaurant,대전의 대표 빵집으로 튀김소보로와 부추빵이 유명. 합리적 가격으로 지역 대표 먹거리를 맛볼 수 있음,대전광역시 중구 은행동,36.3253,127.4269,budget_low,1,"[""friends"",""family"",""solo""]","[""성심당"",""튀김소보로"",""부추빵"",""빵집"",""지역명물""]",4.4,https://example.com/sungsimdan.jpg,4.5,60,0,RESTAURANT
대전 한밭수목원,CCD,대전,attraction,도심 속 대형 수목원으로 사계절 다양한 식물과 꽃을 감상할 수 있는 무료 휴식공간,대전광역시 서구 둔산대로,36.3667,127.3889,budget_free,3,"[""family"",""friends"",""couple"",""solo""]","[""수목원"",""식물"",""꽃"",""무료"",""휴식""]",4.2,https://example.com/hanbat-arboretum.jpg,4.3,180,0,ATTRACTION
대전 청년창업거리,CCD,대전,cafe,과학도시 대전의 젊은 창업가들이 모인 카페거리. IT와 과학을 접목한 독창적 카페들이 특징,대전광역시 유성구 대학로,36.3667,127.3444,budget_medium,2,"[""friends"",""solo"",""couple""]","[""청년창업"",""과학도시"",""IT접목"",""독창적"",""대학가""]",4.0,https://example.com/daejeon-startup-street.jpg,4.0,120,0,CAFE
대전 중앙시장,CCD,대전,shopping,대전의 전통시장으로 신선한 농산물과 생활용품을 저렴하게 구매할 수 있는 지역경제의 중심지,대전광역시 중구 대흥동,36.3206,127.4181,budget_low,2,"[""family"",""friends""]","[""전통시장"",""농산물"",""생활용품"",""저렴한"",""지역경제""]",3.9,https://example.com/daejeon-central-market.jpg,3.9,120,0,SHOPPING
갑천 생태공원,CCD,대전,attraction,갑천을 따라 조성된 생태공원으로 자전거 도로와 산책로가 잘 갖춰진 시민 휴식공간,대전광역시 서구 갑천로,36.3500,127.3500,budget_free,2,"[""solo"",""friends"",""family""]","[""생태공원"",""자전거"",""산책로"",""갑천"",""무료""]",4.0,https://example.com/gapcheon-park.jpg,4.0,120,0,ATTRACTION
대전 시립미술관,CCD,대전,attraction,현대미술 작품을 전시하는 시립미술관. 학생할인과 무료 전시를 통해 문화예술을 쉽게 접할 수 있음,대전광역시 서구 둔산대로,36.3611,127.3881,budget_low,2,"[""friends"",""solo"",""couple""]","[""시립미술관"",""현대미술"",""학생할인"",""무료전시"",""문화예술""]",3.8,https://example.com/daejeon-art-museum.jpg,3.8,120,1000,ATTRACTION
대전 시민천문대,CCD,대전,attraction,과학도시 대전의 시민천문대로 별자리 관측과 천체 체험 프로그램을 저렴하게 이용할 수 있음,대전광역시 중구 보문로,36.3167,127.4167,budget_low,2,"[""friends"",""family"",""couple""]","[""천문대"",""별자리"",""천체관측"",""과학도시"",""체험""]",4.1,https://example.com/daejeon-observatory.jpg,4.1,120,2000,ATTRACTION
청주 직지문화공원,CCD,청주,attraction,세계 최초 금속활자본 직지를 기념하는 문화공원. 인쇄문화와 역사를 체험할 수 있는 교육적 공간,충청북도 청주시 흥덕구 직지대로,36.6264,127.4297,budget_free,2,"[""family"",""friends"",""solo""]","[""직지"",""금속활자"",""인쇄문화"",""역사"",""교육""]",4.0,https://example.com/jikji-park.jpg,4.0,120,0,ATTRACTION
청주 육거리시장,CCD,청주,restaurant,청주의 대표 재래시장으로 순대국밥 칼국수 등 저렴하고 푸짐한 먹거리가 가득한 곳,충청북도 청주시 상당구 남문로,36.6347,127.4919,budget_low,2,"[""friends"",""family""]","[""재래시장"",""순대국밥"",""칼국수"",""가성비"",""푸짐한""]",4.2,https://example.com/yukgeori-market.jpg,4.3,120,0,RESTAURANT
청주 용두사지철당간,CCD,청주,attraction,고려시대 철로 만든 당간으로 국보로 지정된 문화재. 청주의 역사를 느낄 수 있는 조용한 관광지,충청북도 청주시 상당구 남문로,36.6356,127.4906,budget_free,1,"[""solo"",""friends"",""family""]","[""국보"",""고려시대"",""철당간"",""문화재"",""역사""]",3.7,https://example.com/yongdusa-iron-pole.jpg,3.7,60,0,ATTRACTION
청주 청년몰,CCD,청주,shopping,지역 청년 창업가들이 모인 복합쇼핑공간. 핸드메이드 제품과 창의적 아이템을 합리적 가격에 만날 수 있음,충청북도 청주시 서원구 1순환로,36.6542,127.4581,budget_medium,2,"[""friends"",""solo""]","[""청년창업"",""핸드메이드"",""창의적"",""합리적"",""복합쇼핑""]",3.9,https://example.com/cheongju-youth-mall.jpg,3.9,120,0,SHOPPING
청주 무심천,CCD,청주,attraction,청주 시내를 가로지르는 하천으로 산책로와 자전거도로가 조성된 시민 휴식공간,충청북도 청주시 서원구 무심서로,36.6419,127.4581,budget_free,2,"[""solo"",""friends"",""couple""]","[""하천"",""산책로"",""자전거"",""무료"",""시민휴식""]",3.9,https://example.com/musimcheon.jpg,3.9,120,0,ATTRACTION
청주 상당산성,CCD,청주,attraction,백제시대에 축조된 산성으로 청주 시내가 한눈에 내려다보이는 전망 명소. 등산과 역사 탐방을 동시에,충청북도 청주시 상당구 산성로,36.6497,127.5028,budget_free,3,"[""friends"",""family"",""solo""]","[""산성"",""백제시대"",""전망"",""등산"",""역사탐방""]",4.1,https://example.com/sangdang-fortress.jpg,4.1,180,0,ATTRACTION
청주 테크노파크 카페거리,CCD,청주,cafe,첨단산업단지 내 젊은 직장인들이 모이는 모던한 카페들이 즐비한 거리. 합리적 가격과 세련된 분위기,충청북도 청주시 흥덕구 오송읍,36.6167,127.4333,budget_medium,2,"[""friends"",""solo"",""couple""]","[""테크노파크"",""모던한"",""직장인"",""세련된"",""첨단산업""]",3.9,https://example.com/cheongju-techno-cafe.jpg,3.9,120,0,CAFE
청주 고인쇄박물관,CCD,청주,attraction,세계 최초 금속활자 직지와 인쇄문화의 역사를 전시하는 전문박물관. 학생할인 혜택 제공,충청북도 청주시 흥덕구 직지대로,36.6275,127.4306,budget_low,2,"[""family"",""friends"",""solo""]","[""인쇄박물관"",""직지"",""금속활자"",""학생할인"",""교육""]",4.0,https://example.com/printing-museum.jpg,4.0,120,1000,ATTRACTION
공주 송산리 고분군,CCD,공주,attraction,백제 왕과 왕족의 무덤군으로 유네스코 세계문화유산. 고대 역사의 신비를 탐험할 수 있는 곳,충청남도 공주시 금성동,36.4647,127.1075,budget_low,2,"[""family"",""friends"",""solo""]","[""고분군"",""백제"",""세계문화유산"",""고대역사"",""탐험""]",4.1,https://example.com/songsan-tombs.jpg,4.1,120,1500,ATTRACTION
공주 국립박물관,CCD,공주,attraction,백제 문화의 정수를 담은 국립박물관. 무령왕릉 출토품과 백제 유물을 저렴하게 관람,충청남도 공주시 웅진로,36.4642,127.1158,budget_low,2,"[""family"",""friends"",""solo""]","[""국립박물관"",""백제문화"",""무령왕릉"",""유물"",""교육""]",4.2,https://example.com/gongju-museum.jpg,4.2,120,2000,ATTRACTION
공주 마곡사,CCD,공주,attraction,천년고찰 마곡사로 아름다운 자연 속에서 힐링할 수 있는 사찰. 템플스테이 프로그램도 운영,충청남도 공주시 사곡면,36.5542,127.0186,budget_low,3,"[""solo"",""friends"",""couple""]","[""사찰"",""천년고찰"",""힐링"",""자연"",""템플스테이""]",4.3,https://example.com/magoksa.jpg,4.3,180,3000,ATTRACTION
공주 청년 로컬마켓,CCD,공주,shopping,젊은 농부들과 창업가들이 운영하는 로컬마켓. 공주 특산품과 수제 공예품을 합리적 가격에 판매,충청남도 공주시 웅진동,36.4575,127.1247,budget_medium,2,"[""friends"",""family"",""solo""]","[""로컬마켓"",""젊은농부"",""특산품"",""수제공예"",""합리적""]",3.9,https://example.com/gongju-local-market.jpg,3.9,120,0,SHOPPING
공주 금강신관공원,CCD,공주,attraction,금강변에 조성된 수변공원으로 산책과 피크닉을 즐길 수 있는 무료 휴식공간,충청남도 공주시 신관동,36.4528,127.1058,budget_free,2,"[""family"",""couple"",""friends""]","[""수변공원"",""금강변"",""산책"",""피크닉"",""무료""]",3.8,https://example.com/gongju-riverside-park.jpg,3.8,120,0,ATTRACTION
공주 계룡산 동학사,CCD,공주,attraction,계룡산 자락의 아름다운 사찰로 가을 단풍이 유명. 등산과 템플스테이를 함께 즐길 수 있음,충청남도 공주시 반포면,36.3458,127.2167,budget_low,4,"[""solo"",""friends"",""family""]","[""사찰"",""계룡산"",""단풍"",""등산"",""템플스테이""]",4.2,https://example.com/donghaksa.jpg,4.2,240,2000,ATTRACTION
공주 백제문화단지,CCD,공주,attraction,백제 왕궁과 생활상을 재현한 대규모 테마파크. 다양한 체험 프로그램과 공연이 있는 가족 관광지,충청남도 공주시 규암면,36.5083,127.0750,budget_medium,4,"[""family"",""friends"",""couple""]","[""백제문화"",""테마파크"",""체험"",""공연"",""가족""]",4.0,https://example.com/baekje-cultural-land.jpg,4.0,240,9000,ATTRACTION
공주 청년창업 팜카페,CCD,공주,cafe,젊은 농부들이 직접 재배한 농산물로 만든 음료와 디저트를 판매하는 팜투테이블 카페,충청남도 공주시 장기면,36.4833,127.0667,budget_medium,2,"[""friends"",""couple"",""family""]","[""팜카페"",""젊은농부"",""팜투테이블"",""농산물"",""청년창업""]",4.1,https://example.com/gongju-farm-cafe.jpg,4.1,120,0,CAFE
전주한옥마을,JLD,전주,attraction,전국 최대 규모의 한옥마을로 전통문화 체험과 맛있는 음식을 즐길 수 있는 대표 관광지,전라북도 전주시 완산구 기린대로,35.8150,127.1530,budget_free,4,"[""family"",""friends"",""couple"",""solo""]","[""한옥마을"",""전통문화"",""음식"",""체험"",""무료""]",4.4,https://example.com/jeonju-hanok.jpg,4.5,240,0,ATTRACTION
전주 남부시장,JLD,전주,restaurant,전주 대표 전통시장으로 비빔밥과 콩나물국밥 등 전주 향토음식의 원조를 맛볼 수 있는 곳,전라북도 전주시 완산구 풍남문3길,35.8095,127.1508,budget_low,2,"[""friends"",""family""]","[""전통시장"",""비빔밥"",""콩나물국밥"",""향토음식"",""원조""]",4.3,https://example.com/jeonju-nambu-market.jpg,4.4,120,0,RESTAURANT
전주 청년몰,JLD,전주,shopping,한옥마을 인근의 청년 창업가들이 운영하는 독창적인 상점들. 전통과 현대가 조화된 쇼핑공간,전라북도 전주시 완산구 전동,35.8133,127.1522,budget_medium,2,"[""friends"",""solo"",""couple""]","[""청년창업"",""독창적"",""전통현대조화"",""한옥마을"",""쇼핑""]",4.0,https://example.com/jeonju-youth-mall.jpg,4.0,120,0,SHOPPING
전주 덕진공원,JLD,전주,attraction,연꽃으로 유명한 도심 속 공원. 여름철 연꽃축제와 사계절 산책로가 아름다운 무료 휴식공간,전라북도 전주시 덕진구 덕진동,35.8478,127.1269,budget_free,2,"[""family"",""couple"",""friends"",""solo""]","[""연꽃"",""공원"",""축제"",""산책로"",""무료""]",4.1,https://example.com/deokjin-park.jpg,4.2,120,0,ATTRACTION
전주 전통문화관,JLD,전주,attraction,전주의 전통문화와 역사를 체험할 수 있는 문화공간. 무료 전시와 체험 프로그램 상시 운영,전라북도 전주시 완산구 기린대로,35.8128,127.1539,budget_free,2,"[""family"",""friends"",""solo""]","[""전통문화"",""역사"",""체험"",""무료전시"",""문화공간""]",3.9,https://example.com/jeonju-culture-center.jpg,3.9,120,0,ATTRACTION
전주 청년 한옥카페,JLD,전주,cafe,한옥을 개조한 감성적인 카페로 젊은 창업가들이 운영. 전통차와 현대적 디저트를 함께 즐길 수 있음,전라북도 전주시 완산구 교동,35.8161,127.1486,budget_medium,2,"[""friends"",""couple"",""solo""]","[""한옥카페"",""감성적"",""청년창업"",""전통차"",""디저트""]",4.2,https://example.com/jeonju-hanok-cafe.jpg,4.2,120,0,CAFE
전주 경기전,JLD,전주,attraction,조선 태조 이성계의 어진을 모신 곳으로 조선왕조의 발상지. 역사적 의미가 깊은 문화재,전라북도 전주시 완산구 태조로,35.8142,127.1508,budget_low,1,"[""family"",""friends"",""solo""]","[""경기전"",""태조이성계"",""조선왕조"",""문화재"",""역사""]",4.0,https://example.com/gyeonggijeon.jpg,4.0,90,1000,ATTRACTION
전주 로컬푸드 직매장,JLD,전주,shopping,전라북도 농산물을 직접 판매하는 로컬푸드 매장. 신선하고 저렴한 지역 특산품을 만날 수 있는 곳,전라북도 전주시 덕진구 백제대로,35.8367,127.1183,budget_low,1,"[""family"",""friends"",""solo""]","[""로컬푸드"",""농산물"",""직매장"",""특산품"",""신선한""]",3.8,https://example.com/jeonju-local-food.jpg,3.8,90,0,SHOPPING
군산 시간여행마을,JLD,군산,attraction,일제강점기 건물들이 보존된 근대역사문화공간. 드라마 촬영지로도 유명한 시간여행 테마거리,전라북도 군산시 구암동,35.9756,126.7372,budget_low,3,"[""friends"",""family"",""couple""]","[""근대역사"",""일제강점기"",""드라마촬영지"",""시간여행"",""테마거리""]",4.2,https://example.com/gunsan-time-travel.jpg,4.3,180,2000,ATTRACTION
군산 신흥동 일본식가옥,JLD,군산,attraction,일제강점기 상류층 일본인 가옥으로 당시 생활상을 엿볼 수 있는 근대문화유산,전라북도 군산시 신흥동,35.9789,126.7331,budget_low,1,"[""friends"",""family"",""solo""]","[""일본식가옥"",""근대문화유산"",""일제강점기"",""생활상"",""역사""]",3.9,https://example.com/gunsan-japanese-house.jpg,3.9,90,1000,ATTRACTION
군산 근대역사박물관,JLD,군산,attraction,군산의 근대사를 한눈에 볼 수 있는 박물관. 어린이부터 성인까지 쉽게 이해할 수 있는 전시,전라북도 군산시 해망로,35.9761,126.7342,budget_low,2,"[""family"",""friends"",""solo""]","[""근대역사"",""박물관"",""전시"",""교육"",""가족""]",4.0,https://example.com/gunsan-museum.jpg,4.0,120,2000,ATTRACTION
군산 청년창업센터 카페,JLD,군산,cafe,지역 청년들이 운영하는 복합문화공간 겸 카페. 창업 지원과 문화 활동이 함께하는 혁신적 공간,전라북도 군산시 조촌동,35.9675,126.7236,budget_medium,2,"[""friends"",""solo""]","[""청년창업"",""복합문화"",""창업지원"",""혁신적"",""문화활동""]",3.9,https://example.com/gunsan-startup-cafe.jpg,3.9,120,0,CAFE
군산 선유도,JLD,군산,attraction,서해의 아름다운 섬으로 선유도해수욕장과 망주봉 등 자연경관이 뛰어난 힐링 여행지,전라북도 군산시 옥도면,35.8222,126.4858,budget_medium,5,"[""friends"",""family"",""couple""]","[""섬"",""해수욕장"",""자연경관"",""힐링"",""서해""]",4.3,https://example.com/seonyudo.jpg,4.4,300,0,ATTRACTION
군산 항구시장,JLD,군산,restaurant,군산 대표 전통시장으로 신선한 해산물과 지역 특산품을 저렴하게 맛볼 수 있는 먹거리 천국,전라북도 군산시 해망동,35.9758,126.7378,budget_low,2,"[""friends"",""family""]","[""전통시장"",""해산물"",""특산품"",""먹거리"",""항구""]",4.1,https://example.com/gunsan-port-market.jpg,4.2,120,0,RESTAURANT
군산 금강하구둑,JLD,군산,attraction,금강과 서해가 만나는 곳으로 넓은 갈대밭과 철새 관찰을 즐길 수 있는 생태관광지,전라북도 군산시 성산면,35.9097,126.8442,budget_free,2,"[""family"",""friends"",""solo""]","[""금강"",""서해"",""갈대밭"",""철새관찰"",""생태관광""]",3.8,https://example.com/geumgang-estuary.jpg,3.8,120,0,ATTRACTION
군산 구불길,JLD,군산,attraction,군산의 아름다운 자연과 역사를 걸으며 체험할 수 있는 도보여행 코스. 다양한 테마별 걷기길 제공,전라북도 군산시 전 지역,35.9678,126.7369,budget_free,4,"[""friends"",""solo"",""couple""]","[""도보여행"",""걷기길"",""자연"",""역사"",""테마별""]",4.0,https://example.com/gunsan-gubul-gil.jpg,4.0,240,0,ATTRACTION
익산 미륵사지,JLD,익산,attraction,백제 최대 사찰터로 유네스코 세계문화유산. 미륵사지석탑과 함께 백제 불교문화의 정수를 체험,전라북도 익산시 금마면,36.0119,127.0322,budget_low,2,"[""family"",""friends"",""solo""]","[""백제"",""사찰터"",""세계문화유산"",""석탑"",""불교문화""]",4.2,https://example.com/mireuksaji.jpg,4.3,120,1500,ATTRACTION
익산 왕궁리 유적,JLD,익산,attraction,백제 무왕의 궁궐터로 추정되는 유적지. 발굴된 유물과 복원된 건물을 통해 백제 왕실문화 이해,전라북도 익산시 왕궁면,36.0086,127.0281,budget_low,2,"[""family"",""friends"",""solo""]","[""백제"",""왕궁터"",""유적지"",""왕실문화"",""발굴""]",4.0,https://example.com/wanggungni.jpg,4.0,120,1000,ATTRACTION
